article;english_name;suggested_russian_name;confidence;ambiguity_note;manufacturer;in_stock_qty;priority;special
420620120;DEKO SHAFT;Вал DEKO;NEEDS HUMAN REVIEW;не переведены слова: DEKO;BRP;1.000;1;
420238270;DEKO TORSION SPRING;Пружина DEKO TORSION;NEEDS HUMAN REVIEW;не переведены слова: DEKO, TORSION;BRP;1.000;1;
529036415;DISTANCE GAUGE;Указатель DISTANCE;NEEDS HUMAN REVIEW;не переведены слова: DISTANCE;BRP;1.000;1;
502007676;DOOR - BOTTOM PAN;;NEEDS HUMAN REVIEW;головное слово не распознано;BRP;1.000;1;
420430082;DOUBLE GASKET 0.7 MM;Прокладка DOUBLE 0.7 MM;NEEDS HUMAN REVIEW;не переведены слова: DOUBLE;BRP;1.000;1;
292001552;DRAIN NECK;Горловина DRAIN;NEEDS HUMAN REVIEW;не переведены слова: DRAIN;BRP;1.000;1;
705500894;DRAIN PLUG;Пробка сливная;HIGH;;BRP;1.000;1;
504153759;DRIVE CHAIN, 116 LINKS;Цепь приводной 116 LINKS;NEEDS HUMAN REVIEW;не переведены слова: LINKS;BRP;1.000;1;
420257195;DRIVE PULLEY CLUTCH;Шкив приводной CLUTCH;NEEDS HUMAN REVIEW;не переведены слова: CLUTCH;BRP;1.000;1;
420280467;DRIVE SLIDING SHEAVE ASSY;Щека шкива приводной SLIDING в сборе;NEEDS HUMAN REVIEW;не переведены слова: SLIDING;BRP;1.000;1;
417224101;DRIVE SLIDING SHEAVE ASSY;Щека шкива приводной SLIDING в сборе;NEEDS HUMAN REVIEW;не переведены слова: SLIDING;BRP;1.000;1;
420280199;DRIVEN PULLEY CAM;Шкив DRIVEN CAM;NEEDS HUMAN REVIEW;не переведены слова: CAM, DRIVEN;BRP;1.000;1;
709400449;END-PIECE;;NEEDS HUMAN REVIEW;слово «END» без человека однозначно не перевести;BRP;1.000;1;
274001417;EXHAUST CLAMP;Хомут выпускной;HIGH;;BRP;1.000;1;
420950253;EXHAUST GASKET;Прокладка выпускного коллектора;HIGH;;BRP;1.000;1;
514054767;EXHAUST MUFFLER SUPPORT;Кронштейн выпускной глушитель;MEDIUM;у слова несколько принятых переводов, выберите нужный: SUPPORT;BRP;1.000;1;
605251783;EXTENSION TUBE LH;Трубка EXTENSION левый;NEEDS HUMAN REVIEW;не переведены слова: EXTENSION;BRP;1.000;1;
518326450;FASTENING PLATE;Пластина FASTENING;NEEDS HUMAN REVIEW;не переведены слова: FASTENING;BRP;1.000;1;
250000412;FLANGED HEX. SCREW M6 X 12, SCOTCH GRIP;Рукоятка фланцевый шестигранный винт M6 X 12 SCOTCH;NEEDS HUMAN REVIEW;не переведены слова: SCOTCH;BRP;1.000;1;
207583086;FLANGED HEX. SCREW M8 X 30, SCOTCH GRIP;Рукоятка фланцевый шестигранный винт M8 X 30 SCOTCH;NEEDS HUMAN REVIEW;не переведены слова: SCOTCH;BRP;1.000;1;
250200102;FLAT WASHER M12;Шайба FLAT M12;NEEDS HUMAN REVIEW;не переведены слова: FLAT;BRP;1.000;1;
250200022;FLAT WASHER M6.6 X 22;Шайба FLAT M6.6 X 22;NEEDS HUMAN REVIEW;не переведены слова: FLAT;BRP;1.000;1;
619230015;FORK, REVERSE;Вилка REVERSE;NEEDS HUMAN REVIEW;не переведены слова: REVERSE;BRP;1.000;1;
420922828;FORMED HOSE;Шланг FORMED;NEEDS HUMAN REVIEW;не переведены слова: FORMED;BRP;1.000;1;
518325524;FRAME CORNER LH;;NEEDS HUMAN REVIEW;головное слово не распознано;BRP;1.000;1;
518325643;FRAME CORNER LH;;NEEDS HUMAN REVIEW;головное слово не распознано;BRP;1.000;1;
518325644;FRAME CORNER RH;;NEEDS HUMAN REVIEW;головное слово не распознано;BRP;1.000;1;
518328024;FRAME CORNER RH;;NEEDS HUMAN REVIEW;головное слово не распознано;BRP;1.000;1;
715000548;FRNT SKID;Отбойник FRNT;NEEDS HUMAN REVIEW;не переведены слова: FRNT;BRP;1.000;1;
518326198;FRONT MEMBER;Балка передний;HIGH;;BRP;1.000;1;
420874876;FUEL INJECTOR PTO;Форсунка топливный PTO;NEEDS HUMAN REVIEW;не переведены слова: PTO;BRP;1.000;1;
515176065;FUSE BOX BASE;Коробка предохранитель BASE;NEEDS HUMAN REVIEW;не переведены слова: BASE;BRP;1.000;1;
420931811;GASKET;Прокладка;HIGH;;BRP;1.000;1;
420630620;GASKET;Прокладка;HIGH;;BRP;1.000;1;
420431822;GASKET;Прокладка;HIGH;;BRP;1.000;1;
420950745;GASKET;Прокладка;HIGH;;BRP;1.000;1;
420430780;GASKET;Прокладка;HIGH;;BRP;1.000;1;
420431290;GASKET;Прокладка;HIGH;;BRP;1.000;1;
709000540;GASKET;Прокладка;HIGH;;BRP;1.000;1;
404104200;GASKET;Прокладка;HIGH;;BRP;1.000;1;
420250239;GASKET;Прокладка;HIGH;;BRP;1.000;1;
415129370;GAUGE RING;Указатель RING;NEEDS HUMAN REVIEW;не переведены слова: RING;BRP;1.000;1;
420856877;GICLEUR D'HUILE ASS'Y;;NEEDS HUMAN REVIEW;головное слово не распознано;BRP;1.000;1;
709400450;GPS SUPPORT PROTECTOR;Защита GPS кронштейн;NEEDS HUMAN REVIEW;не переведены слова: GPS;BRP;1.000;1;
517307408;GRILL RH;Решётка правый;HIGH;;BRP;1.000;1;
293720008;GROMMET;Втулка резиновая;HIGH;;BRP;1.000;1;
293720058;GROMMET;Втулка резиновая;HIGH;;BRP;1.000;1;
705004888;GUARD_MUD;Защита MUD;NEEDS HUMAN REVIEW;не переведены слова: MUD;BRP;1.000;1;
705004889;GUARD_MUD;Защита MUD;NEEDS HUMAN REVIEW;не переведены слова: MUD;BRP;1.000;1;
417300381;GUIDE;Направляющая;HIGH;;BRP;1.000;1;
404105500;GUIDE SCREW;Винт направляющая;MEDIUM;проверьте порядок слов: GUIDE;BRP;1.000;1;
707000595;HAND LEVER_ACCELERATOR;Рычаг HAND ACCELERATOR;NEEDS HUMAN REVIEW;не переведены слова: ACCELERATOR, HAND;BRP;1.000;1;
512061250;HANDLE ASS'Y;Ручка в сборе;MEDIUM;в названии есть многозначное слово, проверьте смысл;BRP;1.000;1;
250001039;HEX FLANGED SCREW M12 X 16;Винт шестигранный фланцевый M12 X 16;HIGH;;BRP;1.000;1;
232291413;HEX. FLANGED CASTELLATED NUT M18;Гайка шестигранный фланцевый CASTELLATED M18;NEEDS HUMAN REVIEW;не переведены слова: CASTELLATED;BRP;1.000;1;
250000059;HEX. FLANGED SCEW M6 X 18;;NEEDS HUMAN REVIEW;головное слово не распознано;BRP;1.000;1;
517307433;HOOD;Капот;HIGH;;BRP;1.000;1;
517305553;HOOD GRILL WITH MESH;Сетка капот решётка WITH;NEEDS HUMAN REVIEW;не переведены слова: WITH;BRP;1.000;1;
5342952;HOOD LATCH;Защёлка капот;MEDIUM;проверьте порядок слов: HOOD;BRP;1.000;1;
517305240;HOOD LH B-160;Капот левый B 160;HIGH;;BRP;1.000;1;
517306311;HOOK - RIGHT;Крюк правый;HIGH;;BRP;1.000;1;
420660290;HOSE BRACKET;Кронштейн шланг;MEDIUM;проверьте порядок слов: HOSE;BRP;1.000;1;
509000983;HOSE RADIATOR;Радиатор шланг;MEDIUM;проверьте порядок слов: HOSE;BRP;1.000;1;
512060953;IGNITION COIL;Катушка зажигания;HIGH;;BRP;1.000;1;
710002324;IGNITION SWITCH;Выключатель IGNITION;NEEDS HUMAN REVIEW;не переведены слова: IGNITION;BRP;1.000;1;
271000517;IMPELLER RING;Крыльчатка RING;NEEDS HUMAN REVIEW;не переведены слова: RING;BRP;1.000;1;
271001153;IMPELLER RING;Крыльчатка RING;NEEDS HUMAN REVIEW;не переведены слова: RING;BRP;1.000;1;
293450153;INSERT;Вставка;MEDIUM;у слова несколько принятых переводов, выберите нужный: INSERT;BRP;1.000;1;
420267340;INTAKE NECK;Горловина впускной;HIGH;;BRP;1.000;1;
420434582;INTERMEDITE GEAR, 21 TEETH;Шестерня INTERMEDITE 21 TEETH;NEEDS HUMAN REVIEW;не переведены слова: INTERMEDITE, TEETH;BRP;1.000;1;
515177362;KILL SWITCH;Выключатель KILL;NEEDS HUMAN REVIEW;не переведены слова: KILL;BRP;1.000;1;
515176825;KILL SWITCH SUPPORT;Кронштейн KILL выключатель;NEEDS HUMAN REVIEW;не переведены слова: KILL;BRP;1.000;1;
703501262;KIT BALL JOINT WITH CIRCLIP;Шаровая опора комплект WITH кольцо стопорное;NEEDS HUMAN REVIEW;не переведены слова: WITH;BRP;1.000;1;
269500530;LATCH;Защёлка;HIGH;;BRP;1.000;1;
517304290;LATCH PANEL;Панель защёлка;MEDIUM;проверьте порядок слов: LATCH;BRP;1.000;1;
415129320;LENS;Рассеиватель;HIGH;;BRP;1.000;1;
414513700;LENS;Рассеиватель;HIGH;;BRP;1.000;1;
415129216;LEVER;Рычаг;HIGH;;BRP;1.000;1;
507032428;LEVER;Рычаг;HIGH;;BRP;1.000;1;
706000554;LEVER;Рычаг;HIGH;;BRP;1.000;1;
705004409;LH CAP;Колпачок левый;MEDIUM;у слова несколько принятых переводов, выберите нужный: CAP;BRP;1.000;1;
518325950;LH FRONT MEMBER;Балка левый передний;HIGH;;BRP;1.000;1;
232066414;LH HEX. NUT M6;Гайка левый шестигранный M6;HIGH;;BRP;1.000;1;
515177509;LH HOUSING SWITCH;Выключатель левый корпус;MEDIUM;проверьте порядок слов: HOUSING;BRP;1.000;1;
705400817;LH KNUCKLE;;NEEDS HUMAN REVIEW;головное слово не распознано;BRP;1.000;1;
517303808;LH PANEL LATCH;Защёлка левый панель;MEDIUM;проверьте порядок слов: PANEL;BRP;1.000;1;
277001486;LH SIDE VANE;;NEEDS HUMAN REVIEW;головное слово не распознано;BRP;1.000;1;
710001633;LOCK;;NEEDS HUMAN REVIEW;головное слово не распознано;BRP;1.000;1;
705002283;LOWER GRILL;Решётка нижний;HIGH;;BRP;1.000;1;
504152619;MAGNETIC CAP;Колпачок MAGNETIC;NEEDS HUMAN REVIEW;не переведены слова: MAGNETIC;BRP;1.000;1;
507032596;MASTER CYLINDER;Цилиндр MASTER;NEEDS HUMAN REVIEW;не переведены слова: MASTER;BRP;1.000;1;
507032408;MASTER CYLINDER ASS'Y;Цилиндр MASTER в сборе;NEEDS HUMAN REVIEW;не переведены слова: MASTER;BRP;1.000;1;
507032597;MICROSWITCH;;NEEDS HUMAN REVIEW;головное слово не распознано;BRP;1.000;1;
507032479;MICROSWITCH;;NEEDS HUMAN REVIEW;головное слово не распознано;BRP;1.000;1;
715000190;MIRROR BRACKET;Кронштейн зеркало;MEDIUM;проверьте порядок слов: MIRROR;BRP;1.000;1;
705502058;NEEDLE BEARING;Подшипник игольчатый;HIGH;;BRP;1.000;1;
420632300;NEEDLE BEARING;Подшипник игольчатый;HIGH;;BRP;1.000;1;
420832240;NEEDLE BEARING;Подшипник игольчатый;HIGH;;BRP;1.000;1;
705501408;NEEDLE BEARING;Подшипник игольчатый;HIGH;;BRP;1.000;1;
703500836;NEEDLE BEARING ASS'Y;Подшипник игольчатый в сборе;MEDIUM;в названии есть многозначное слово, проверьте смысл;BRP;1.000;1;
420232480;NEEDLE BUSHING;Втулка игла;MEDIUM;проверьте порядок слов: NEEDLE;BRP;1.000;1;
404162036;NEEDLE JET;Игла JET;NEEDS HUMAN REVIEW;не переведены слова: JET;BRP;1.000;1;
293200087;NEOPRENE SEAL;Сальник NEOPRENE;NEEDS HUMAN REVIEW;не переведены слова: NEOPRENE;BRP;1.000;1;
293300185;O RING;Кольцо уплотнительное;HIGH;;BRP;1.000;1;
420850500;O-RING;Кольцо уплотнительное;HIGH;;BRP;1.000;1;
420950860;O-RING;Кольцо уплотнительное;HIGH;;BRP;1.000;1;
420950360;O-RING;Кольцо уплотнительное;HIGH;;BRP;1.000;1;
293300011;O-RING;Кольцо уплотнительное;HIGH;;BRP;1.000;1;
707200092;O-RING;Кольцо уплотнительное;HIGH;;BRP;1.000;1;
614601523;O-ring;Кольцо уплотнительное;HIGH;;BRP;1.000;1;
509000529;OETIKER CLAMP;Хомут OETIKER;HIGH;;BRP;1.000;1;
420256802;OIL DIPSTICK;;NEEDS HUMAN REVIEW;головное слово не распознано;BRP;1.000;1;
420856536;OIL PRESSURE SWITCH;Датчик давления масла;HIGH;;BRP;1.000;1;
420856537;OIL PRESSURE SWITCH;Датчик давления масла;HIGH;;BRP;1.000;1;
519000305;OIL PUMP;Насос масляный;HIGH;;BRP;1.000;1;
420210646;OIL PUMP COVER;Насос масляный крышка;MEDIUM;проверьте порядок слов: COVER;BRP;1.000;1;
420237059;OIL PUMP SHAFT;Насос масляный вал;MEDIUM;проверьте порядок слов: SHAFT;BRP;1.000;1;
420850050;OIL SEAL;Сальник;HIGH;;BRP;1.000;1;
420950089;OIL SEAL;Сальник;HIGH;;BRP;1.000;1;
420250130;OIL SEAL;Сальник;HIGH;;BRP;1.000;1;
420831990;OIL SEAL;Сальник;HIGH;;BRP;1.000;1;
614102852;OIL SEAL;Сальник;HIGH;;BRP;1.000;1;
614102031;Oil seal;Сальник;HIGH;;BRP;1.000;1;
278001515;OIL SENSOR;Датчик масляный;HIGH;;BRP;1.000;1;
507032473;PAD_BRAKE KIT;Колодка тормозной комплект;MEDIUM;в названии есть многозначное слово, проверьте смысл;BRP;1.000;1;
420852640;PAWL LOCK;;NEEDS HUMAN REVIEW;головное слово не распознано;BRP;1.000;1;
420934102;PINION GEAR 28T;Шестерня PINION 28T;NEEDS HUMAN REVIEW;не переведены слова: PINION;BRP;1.000;1;
705501162;PINION GEAR SHIM;Шайба регулировочная PINION шестерня;NEEDS HUMAN REVIEW;не переведены слова: PINION;BRP;1.000;1;
703500049;PINION SHIM KIT;Шайба регулировочная PINION комплект;NEEDS HUMAN REVIEW;не переведены слова: PINION;BRP;1.000;1;
420845107;PISTON CIRCLIP;Кольцо стопорное поршневого пальца;HIGH;;BRP;1.000;1;
420933545;PLAIN BEARING;Подшипник PLAIN;NEEDS HUMAN REVIEW;не переведены слова: PLAIN;BRP;1.000;1;
715002412;PLASTIC LINQ;;NEEDS HUMAN REVIEW;головное слово не распознано;BRP;1.000;1;
512059094;PLASTIC NUT;Гайка пластиковый;HIGH;;BRP;1.000;1;
705501724;PLUG DRAIN;Пробка DRAIN;NEEDS HUMAN REVIEW;не переведены слова: DRAIN;BRP;1.000;1;
404162038;PLUNGER ASS'Y;;NEEDS HUMAN REVIEW;головное слово не распознано;BRP;1.000;1;
420866120;POSITION SENSOR;Датчик POSITION;NEEDS HUMAN REVIEW;не переведены слова: POSITION;BRP;1.000;1;
710000496;PROTECTOR CAP;Колпачок защита;MEDIUM;у слова несколько принятых переводов, выберите нужный: CAP;BRP;1.000;1;
417300432;PULLEY DRIVE BOLT;Болт шкив приводной;MEDIUM;проверьте порядок слов: PULLEY;BRP;1.000;1;
271001124;PUSHER ASS?Y;;NEEDS HUMAN REVIEW;головное слово не распознано;BRP;1.000;1;
417222508;RAMP 413;;NEEDS HUMAN REVIEW;головное слово не распознано;BRP;1.000;1;
417222444;RAMP 600;;NEEDS HUMAN REVIEW;головное слово не распознано;BRP;1.000;1;
417223088;RAMP 617;;NEEDS HUMAN REVIEW;головное слово не распознано;BRP;1.000;1;
511000764;REAR LIGHT COVER;Крышка задний LIGHT;NEEDS HUMAN REVIEW;не переведены слова: LIGHT;BRP;1.000;1;
420610891;REDUCTION COVER GEAR;Шестерня REDUCTION крышка;NEEDS HUMAN REVIEW;не переведены слова: REDUCTION;BRP;1.000;1;
415129821;REGULATOR;;NEEDS HUMAN REVIEW;головное слово не распознано;BRP;1.000;1;
710010539;REGULATOR_VOLTAGE;;NEEDS HUMAN REVIEW;головное слово не распознано;BRP;1.000;1;
515176775;RELAY, 50 AMP;Реле 50 AMP;NEEDS HUMAN REVIEW;не переведены слова: AMP;BRP;1.000;1;
271001334;REVERSE HANDLE, APPLE GREEN;Ручка REVERSE APPLE GREEN;NEEDS HUMAN REVIEW;не переведены слова: APPLE, GREEN, REVERSE;BRP;1.000;1;
572030900;RH ADJUST CAM;;NEEDS HUMAN REVIEW;головное слово не распознано;BRP;1.000;1;
705006135;RH AIR DEFLECTOR;Дефлектор правый воздушный;HIGH;;BRP;1.000;1;
508000730;RH AIR FILTER;Фильтр воздушный правый;HIGH;;BRP;1.000;1;
517303612;RH PANEL LATCH;Защёлка правый панель;MEDIUM;проверьте порядок слов: PANEL;BRP;1.000;1;
520000693;RH PROTECTOR;Защита правый;HIGH;;BRP;1.000;1;
518326328;RH SIDE MEMBER;Балка правый SIDE;NEEDS HUMAN REVIEW;не переведены слова: SIDE;BRP;1.000;1;
709400994;RH STEERING BRACKET;Кронштейн правый рулевой;HIGH;;BRP;1.000;1;
277002318;RING_WEAR;;NEEDS HUMAN REVIEW;слово «RING» без человека однозначно не перевести;BRP;1.000;1;
514054806;RISER SHIM;Шайба регулировочная RISER;NEEDS HUMAN REVIEW;не переведены слова: RISER;BRP;1.000;1;
268000014;ROD PIVOT;;NEEDS HUMAN REVIEW;слово «ROD» без человека однозначно не перевести;BRP;1.000;1;
417127189;ROLLER;Ролик;HIGH;;BRP;1.000;1;
420650370;ROTARY SEAL;Сальник ROTARY;NEEDS HUMAN REVIEW;не переведены слова: ROTARY;BRP;1.000;1;
514055632;RUBBER;;NEEDS HUMAN REVIEW;головное слово не распознано;BRP;1.000;1;
272000001;RUBBER BOOT;Пыльник резиновый;HIGH;;BRP;1.000;1;
514053654;RUBBER BUMPER;Бампер резиновый;HIGH;;BRP;1.000;1;
512060564;RUBBER MOUNT;Опора резиновый;HIGH;;BRP;1.000;1;
535455;Rubber Stopper;Упор резиновый;HIGH;;BRP;1.000;1;
250200024;RUBBER WASHER 5 MM;Шайба резиновый 5 MM;HIGH;;BRP;1.000;1;
503191137;RUNNER PROTECTOR;Защита направляющая;MEDIUM;проверьте порядок слов: RUNNER;BRP;1.000;1;
278002199;SAFETY LANYARD, ANTITHEFT;;NEEDS HUMAN REVIEW;головное слово не распознано;BRP;1.000;1;
517306980;SCOOP GRILL;Решётка SCOOP;NEEDS HUMAN REVIEW;не переведены слова: SCOOP;BRP;1.000;1;
250000827;SCREW-TORX TRUSS CONE HD.M6X50;Винт TORX TRUSS CONE HD.M6X50;NEEDS HUMAN REVIEW;не переведены слова: CONE, HD.M6X50, TORX, TRUSS;BRP;1.000;1;
705500265;SEAL;Сальник;HIGH;;BRP;1.000;1;
614103562;Seal;Сальник;HIGH;;BRP;1.000;1;
293200159;SEAL;Сальник;HIGH;;BRP;1.000;1;
293200158;SEAL;Сальник;HIGH;;BRP;1.000;1;
293200024;SEAL NEOPRENE;Сальник NEOPRENE;NEEDS HUMAN REVIEW;не переведены слова: NEOPRENE;BRP;1.000;1;
420815416;SEMI-TRAPEZ RING;;NEEDS HUMAN REVIEW;головное слово не распознано;BRP;1.000;1;
420889432;SERVOMOTOR;;NEEDS HUMAN REVIEW;головное слово не распознано;BRP;1.000;1;
619230056;SHIFTING DRUM;;NEEDS HUMAN REVIEW;головное слово не распознано;BRP;1.000;1;
420257944;SHIFTING SLEEVE;Втулка распорная SHIFTING;NEEDS HUMAN REVIEW;не переведены слова: SHIFTING;BRP;1.000;1;
516007613;SIDE DECAL LH;Наклейка SIDE левый;NEEDS HUMAN REVIEW;не переведены слова: SIDE;BRP;1.000;1;
516008457;SIDE DECAL LH;Наклейка SIDE левый;NEEDS HUMAN REVIEW;не переведены слова: SIDE;BRP;1.000;1;
505073579;SKILEG LH MACHINED;;NEEDS HUMAN REVIEW;головное слово не распознано;BRP;1.000;1;
271001107;SLIDER;Ползун;HIGH;;BRP;1.000;1;
417223615;SLIDER ADAPTOR ASS'Y;Переходник ползун в сборе;MEDIUM;проверьте порядок слов: SLIDER;BRP;1.000;1;
417223919;SLIDER SHOE;Ползун направляющей;MEDIUM;у слова несколько принятых переводов, выберите нужный: SHOE;BRP;1.000;1;
420640690;SOCKET HEAD SCREW M6 X 25;Винт гнездо HEAD M6 X 25;NEEDS HUMAN REVIEW;не переведены слова: HEAD;BRP;1.000;1;
205562560;SOCKET HEAD SCREW M6 X 25, SCOTCH GRIP;Рукоятка гнездо HEAD винт M6 X 25 SCOTCH;NEEDS HUMAN REVIEW;не переведены слова: HEAD, SCOTCH;BRP;1.000;1;
271001264;SPACER;Проставка;HIGH;;BRP;1.000;1;
520001142;SPACING TOOL;;NEEDS HUMAN REVIEW;головное слово не распознано;BRP;1.000;1;
415129355;SPEEDOMETER BUTTON;Кнопка SPEEDOMETER;NEEDS HUMAN REVIEW;не переведены слова: SPEEDOMETER;BRP;1.000;1;
420238557;SPRING;Пружина;HIGH;;BRP;1.000;1;
514053393;SPRING BRACKET;Кронштейн пружина;MEDIUM;проверьте порядок слов: SPRING;BRP;1.000;1;
417007500;SPRING COVER ASS'Y;Крышка пружина в сборе;MEDIUM;проверьте порядок слов: SPRING;BRP;1.000;1;
417224002;SPRING GUIDE;Направляющая пружина;MEDIUM;проверьте порядок слов: SPRING;BRP;1.000;1;
M5346728;SPRING PLATE;Пластина пружина;MEDIUM;у слова несколько принятых переводов, выберите нужный: PLATE;BRP;1.000;1;
230076;SPRING SEAT;Сиденье пружина;MEDIUM;проверьте порядок слов: SPRING;BRP;1.000;1;
278001106;STARTER CLUTCH ASS'Y;Стартер CLUTCH в сборе;NEEDS HUMAN REVIEW;не переведены слова: CLUTCH;BRP;1.000;1;
278003012;STARTER RELAY;Реле стартер;MEDIUM;проверьте порядок слов: STARTER;BRP;1.000;1;
277001472;STEERING STEM ARM;;NEEDS HUMAN REVIEW;головное слово не распознано;BRP;1.000;1;
512060395;STOPPER;Упор;HIGH;;BRP;1.000;1;
417004302;STOPPER WASHER;Шайба упор;MEDIUM;проверьте порядок слов: STOPPER;BRP;1.000;1;
293850022;STRAP;Ремешок;HIGH;;BRP;1.000;1;
510005146;STRAP COVER;Крышка ремешок;MEDIUM;проверьте порядок слов: STRAP;BRP;1.000;1;
517305988;STUD-FRONT;Шпилька передний;HIGH;;BRP;1.000;1;
707600933;SUPPORT;Кронштейн;MEDIUM;у слова несколько принятых переводов, выберите нужный: SUPPORT;BRP;1.000;1;
715000043;SUPPORT-DOUBLE;Кронштейн DOUBLE;NEEDS HUMAN REVIEW;не переведены слова: DOUBLE;BRP;1.000;1;
515176472;SWITCH ASS'Y;Выключатель в сборе;MEDIUM;в названии есть многозначное слово, проверьте смысл;BRP;1.000;1;
278002895;TEMPERATURE SENSOR;Датчик TEMPERATURE;NEEDS HUMAN REVIEW;не переведены слова: TEMPERATURE;BRP;1.000;1;
515176224;TERMINAL SUPPORT;Кронштейн TERMINAL;NEEDS HUMAN REVIEW;не переведены слова: TERMINAL;BRP;1.000;1;
420922519;THERMOSTAT;Термостат;HIGH;;BRP;1.000;1;
512061326;THROTTLE CABLE;Трос THROTTLE;NEEDS HUMAN REVIEW;не переведены слова: THROTTLE;BRP;1.000;1;
512060885;THROTTLE CABLE;Трос THROTTLE;NEEDS HUMAN REVIEW;не переведены слова: THROTTLE;BRP;1.000;1;
293350020;THRUST WASHER;Шайба THRUST;NEEDS HUMAN REVIEW;не переведены слова: THRUST;BRP;1.000;1;
710000353;TRIM RING;;NEEDS HUMAN REVIEW;головное слово не распознано;BRP;1.000;1;
293150089;TUFLOK PLASTIC RIVET;Заклёпка TUFLOK пластиковый;NEEDS HUMAN REVIEW;не переведены слова: TUFLOK;BRP;1.000;1;
420893881;TURBOCHARGER ASS'Y;;NEEDS HUMAN REVIEW;головное слово не распознано;BRP;1.000;1;
420954063;VALVE HOUSING;Корпус клапан;MEDIUM;проверьте порядок слов: VALVE;BRP;1.000;1;
420822285;WATER PUMP HOUSING;Насос водяной корпус;MEDIUM;проверьте порядок слов: HOUSING;BRP;1.000;1;
505072634;WEAR PLATE;Пластина WEAR;NEEDS HUMAN REVIEW;не переведены слова: WEAR;BRP;1.000;1;
277001874;WEAR RING;;NEEDS HUMAN REVIEW;головное слово не распознано;BRP;1.000;1;
705501121;WEAR SLEEVE;Втулка распорная WEAR;NEEDS HUMAN REVIEW;не переведены слова: WEAR;BRP;1.000;1;
14YETISHIM;шайба;;NEEDS HUMAN REVIEW;название уже содержит русский текст;;50.000;2;без производителя, нет каталога поставщика, название уже по-русски
10F;Гильза маслонасоса;;NEEDS HUMAN REVIEW;название уже содержит русский текст;;44.000;2;без производителя, нет каталога поставщика, название уже по-русски
11G2;топливный фильтр;;NEEDS HUMAN REVIEW;название уже содержит русский текст;;16.000;2;без производителя, нет каталога поставщика, название уже по-русски
12G4;топливный фильтр;;NEEDS HUMAN REVIEW;название уже содержит русский текст;;16.000;2;без производителя, нет каталога поставщика, название уже по-русски
SM-07353;SPI FUEL FILTER;Фильтр топливный SPI;HIGH;;SPI;15.000;2;
10G2;топливный фильтр;;NEEDS HUMAN REVIEW;название уже содержит русский текст;;9.000;2;без производителя, нет каталога поставщика, название уже по-русски
09-710303;SPI TOP END GASKET SET;Комплект прокладок верхней части двигателя SPI;HIGH;;SPI;8.000;2;
SM-09344;SPI CONNECTING ROD KIT - MAG & PTO;Шатун SPI комплект MAG & PTO;NEEDS HUMAN REVIEW;не переведены слова: MAG, PTO;SPI;7.000;2;
09-710278;SPI TOP END GASKET SET;Комплект прокладок верхней части двигателя SPI;HIGH;;SPI;7.000;2;
AT-08532;BRONCO UNIVERSAL JOINT;Крестовина BRONCO;HIGH;;BRONCO PRODUCTS;6.000;2;
SM-09112;SPI CONNECTING ROD KIT;Шатун SPI комплект;MEDIUM;в названии есть многозначное слово, проверьте смысл;SPI;6.000;2;
AT-05266;WILDBOAR BRAKE PADS SEMI METAL;Колодки тормозные WILDBOAR SEMI металлический;NEEDS HUMAN REVIEW;не переведены слова: SEMI;WILDBOAR;6.000;2;
AT-08545;BRONCO CV JOINT BOOT KIT;Комплект пыльника ШРУС BRONCO;HIGH;;BRONCO PRODUCTS;5.000;2;
AT-08533;BRONCO UNIVERSAL JOINT;Крестовина BRONCO;HIGH;;BRONCO PRODUCTS;5.000;2;
SM-09113;SPI CONNECTING ROD KIT;Шатун SPI комплект;MEDIUM;в названии есть многозначное слово, проверьте смысл;SPI;5.000;2;
SM-09510;SPI CONNECTING ROD SKI DOO;Шатун SPI лыжа DOO;NEEDS HUMAN REVIEW;не переведены слова: DOO;SPI;5.000;2;
SM-09507T;SPI TOP END GASKET SET;Комплект прокладок верхней части двигателя SPI;HIGH;;SPI;5.000;2;
SM-09537T;SPI, TOP END GASKET SET;Комплект прокладок верхней части двигателя SPI;HIGH;;SPI;5.000;2;
AT-05267;WILDBOAR BRAKE PADS SEMI METAL;Колодки тормозные WILDBOAR SEMI металлический;NEEDS HUMAN REVIEW;не переведены слова: SEMI;WILDBOAR;5.000;2;
01.5595.050;PROX PISTON KIT SKI DOO MXZ500;Лыжа PROX поршень комплект DOO MXZ500;NEEDS HUMAN REVIEW;не переведены слова: DOO, MXZ500;PROX;4.000;2;
01.5600.000;PROX PISTON KIT SKI-DOO MXZ600 '03-09;Лыжа PROX поршень комплект DOO MXZ600 '03 09;NEEDS HUMAN REVIEW;не переведены слова: '03, DOO, MXZ600;PROX;4.000;2;
01.5699.050;PROX PISTON KIT SKI-DOO MXZ600 '99-01;Лыжа PROX поршень комплект DOO MXZ600 '99 01;NEEDS HUMAN REVIEW;не переведены слова: '99, DOO, MXZ600;PROX;4.000;2;
01.5503.000;PROX PISTON KIT SKI-DOO MZX550;Лыжа PROX поршень комплект DOO MZX550;NEEDS HUMAN REVIEW;не переведены слова: DOO, MZX550;PROX;4.000;2;
01.5400.000;PROX PISTON KIT SKI-DOOMXZ500 LEGEND 500;Лыжа PROX поршень комплект DOOMXZ500 LEGEND 500;NEEDS HUMAN REVIEW;не переведены слова: DOOMXZ500, LEGEND;PROX;4.000;2;
